"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6448","Verify an error message is shown when logging in with a wrong password","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.LoginTest","Qace Tests","tests.ui.LoginTest","checkLoginWithInvalidCredentials"
"","3767","Verify a project can be created, read, and deleted via the API","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.api.ProjectAPITest","Qace Tests","tests.api.ProjectAPITest","checkProjectCRUD"
"","8732","Verify a quick test case can be created","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectPageTest","Qace Tests","tests.ui.ProjectPageTest","checkCreateQuickTestCase"
"","9551","Verify a deleted test case can be restored from the trash bin back","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectPageTest","Qace Tests","tests.ui.ProjectPageTest","checkRestoreTestCase"
"","1065","Verify a test suite can be created, read, updated, and deleted via the API","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.api.TestSuiteAPITest","Qace Tests","tests.api.TestSuiteAPITest","checkTestSuiteCRUD"
"","16056","Verify a defect's status can be changed to 'In Progress', 'Resolved', or 'Invalid'","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.DefectsPageTest","Qace Tests","tests.ui.DefectsPageTest","checkChangeDefectStatus"
"","15944","Verify a defect's status can be changed to 'In Progress', 'Resolved', or 'Invalid'","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.DefectsPageTest","Qace Tests","tests.ui.DefectsPageTest","checkChangeDefectStatus"
"","11101","Verify a new test case can be created","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectPageTest","Qace Tests","tests.ui.ProjectPageTest","checkCreateNewTestCase"
"","1474","Verify a test case can be created, read, updated, and deleted via the API","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.api.TestCaseAPITest","Qace Tests","tests.api.TestCaseAPITest","checkTestCaseCRUD"
"","7272","Verify the create project modal stays open when the name and/or code are empty","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectsPageTest","Qace Tests","tests.ui.ProjectsPageTest","checkCreateProjectWithEmptyFields"
"","8731","Verify a test case can be deleted","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectPageTest","Qace Tests","tests.ui.ProjectPageTest","checkDeleteTestCase"
"","9894","Verify a suite can be duplicated","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectPageTest","Qace Tests","tests.ui.ProjectPageTest","checkDuplicateSuite"
"","14789","Verify user can log in with valid credentials","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.LoginTest","Qace Tests","tests.ui.LoginTest","checkLoginWithValidCredentials"
"","9379","Verify a new project can be created","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectsPageTest","Qace Tests","tests.ui.ProjectsPageTest","checkCreateProject"
"","5899","Verify a required field message is shown when logging in with an empty email and/or password","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.LoginTest","Qace Tests","tests.ui.LoginTest","checkLoginWithEmptyFields"
"","14607","Verify the project limit modal is displayed after trying to create a 3rd project","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectsPageTest","Qace Tests","tests.ui.ProjectsPageTest","checkProjectCreationLimit"
"","7351","Verify a project can be found in the projects list by searching its name","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectsPageTest","Qace Tests","tests.ui.ProjectsPageTest","checkSearchProjectByName"
"","7775","Verify a project can be deleted","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectsPageTest","Qace Tests","tests.ui.ProjectsPageTest","checkDeleteProject"
"","7876","Verify the create defect form stays open when required fields are empty","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.DefectsPageTest","Qace Tests","tests.ui.DefectsPageTest","checkCreateDefectWithEmptyFields"
"","9747","Verify a new defect can be created and is displayed in the defects list","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.DefectsPageTest","Qace Tests","tests.ui.DefectsPageTest","checkCreateNewDefect"
"","10087","Verify a new suite can be created","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectPageTest","Qace Tests","tests.ui.ProjectPageTest","checkCreateNewSuite"
"","15397","Verify the project name can be changed","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectSettingsPageTest","Qace Tests","tests.ui.ProjectSettingsPageTest","checkChangeProjectName"
"","7431","Verify the create project modal stays open when the name and/or code are empty","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectsPageTest","Qace Tests","tests.ui.ProjectsPageTest","checkCreateProjectWithEmptyFields"
"","1424","Verify a defect can be created, read, updated, and deleted via the API","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.api.DefectAPITest","Qace Tests","tests.api.DefectAPITest","checkDefectCRUD"
"","15423","Verify the project code can be changed","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectSettingsPageTest","Qace Tests","tests.ui.ProjectSettingsPageTest","checkChangeProjectCode"
"","7362","Verify the create project modal stays open when the name and/or code are empty","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectsPageTest","Qace Tests","tests.ui.ProjectsPageTest","checkCreateProjectWithEmptyFields"
"","17286","Verify a defect's status can be changed to 'In Progress', 'Resolved', or 'Invalid'","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.DefectsPageTest","Qace Tests","tests.ui.DefectsPageTest","checkChangeDefectStatus"
"","8300","Verify a suite can be deleted","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectPageTest","Qace Tests","tests.ui.ProjectPageTest","checkDeleteSuite"
"","15141","Verify an archived project disappears from the projects list","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectsPageTest","Qace Tests","tests.ui.ProjectsPageTest","checkArchiveProject"
"","5713","Verify a required field message is shown when logging in with an empty email and/or password","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.LoginTest","Qace Tests","tests.ui.LoginTest","checkLoginWithEmptyFields"
"","9017","Verify a required field message is shown when logging in with an empty email and/or password","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.LoginTest","Qace Tests","tests.ui.LoginTest","checkLoginWithEmptyFields"
"","8398","Verify a defect can be deleted from the defects list","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.DefectsPageTest","Qace Tests","tests.ui.DefectsPageTest","checkDeleteDefect"
